ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,label,detailed-label
1538478770,CSQG794riQ4XnzTxP2,0,37082,0,53,0,0,0,0,0,0,0,0,2,134,0,0,0,0
1538478780,COTbdG2BhtGBlmf6r,0,34486,0,53,0,0,1,1,1,1,0,1,2,146,2,146,0,0
1538478790,CP48WJ2HOnLuGtr5kb,0,37601,0,53,0,0,2,1,1,1,0,1,2,146,2,146,0,0
1538478780,CeTMJi2TydRSaVdsG4,0,46439,0,53,0,0,3,0,0,0,0,0,2,134,0,0,0,0
1538478800,CZ6ne24AN9WAg9XA9d,0,55174,0,53,0,0,4,1,1,1,0,1,2,146,2,146,0,0
1538478790,CmOsCc16kkxJiJ3zF6,0,40788,0,53,0,0,5,0,0,0,0,0,2,134,0,0,0,0
1538478810,Ca9JNa4eTKtloY8z5h,0,56655,0,53,0,0,6,1,1,1,0,1,2,146,2,146,0,0
1538478800,CX4Jtj23yoifdPjkah,0,52983,0,53,0,0,7,0,0,0,0,0,2,134,0,0,0,0
1538478835,CaZS0B31T39XBqk8Nd,0,37651,0,53,0,0,8,0,0,0,0,0,2,134,0,0,0,0
1538478845,C458Uc2OYB9oRtxaAl,0,59986,0,53,0,0,9,1,1,1,0,1,2,146,2,146,0,0
1538478855,CZXIAe1s3jP7RXfDR5,0,57311,0,53,0,0,10,1,1,1,0,1,2,146,2,146,0,0
1538478845,CBFPjk2xXAZscgu3Y,0,47530,0,53,0,0,3,0,0,0,0,0,2,134,0,0,0,0
1538478865,CE1jSk2DkfDD8Rz3Ch,0,40594,0,53,0,0,11,1,1,1,0,1,2,146,2,146,0,0
1538478855,Cs1h301smX0xLliyFd,0,60797,0,53,0,0,12,0,0,0,0,0,2,134,0,0,0,0
1538478875,CrdqKU1BReCA3aPxC6,0,58326,0,53,0,0,13,1,1,1,0,1,2,146,2,146,0,0
1538478865,CbvBMw2cKyl2ARA6Aa,0,36131,0,53,0,0,14,0,0,0,0,0,2,134,0,0,0,0
1538478900,CWqJKo1SQv81a7zl4,0,35291,0,53,0,0,15,0,2,1,0,1,2,134,1,131,0,0
1538478905,CjSHdt4IqSEe8DG1Gg,0,51079,0,53,0,0,16,2,2,1,0,1,1,67,1,131,0,0
1538478905,CvVziK2qnlfinzsYKj,0,40645,0,53,0,0,17,3,3,0,0,0,1,67,0,0,0,0
1538478920,CZjfaX6qU3nzVXkZf,0,60880,0,53,0,0,18,4,4,1,0,1,1,73,1,73,0,0
1538478910,COyJpx4Uie0VvePfz5,0,34031,0,53,0,0,12,0,0,0,0,0,2,134,0,0,0,0
1538478920,CsyChm3ahqobiKapTh,0,34984,0,53,0,0,19,4,4,1,0,1,1,73,1,73,0,0
1538478930,CynxBE3CoZB738mXye,0,47994,0,53,0,0,20,4,4,1,0,1,1,73,1,73,0,0
1538478920,CmlYIj3CToM3oOYJof,0,32777,0,53,0,0,21,0,0,0,0,0,2,134,0,0,0,0
1538478930,CrTJYJH0GCLhTOMa4,0,43196,0,53,0,0,22,4,4,1,0,1,1,73,1,73,0,0
1538478940,CexVc34PRclNpn3PC1,0,51104,0,53,0,0,20,4,4,1,0,1,1,73,1,73,0,0
1538478930,CQFqtEnpRnBaDClxg,0,59325,0,53,0,0,23,0,0,0,0,0,2,134,0,0,0,0
1538478940,C11kkg2FtDRIXkJMt7,0,50434,0,53,0,0,24,4,4,1,0,1,1,73,1,73,0,0
1538478910,CYilE34ZqyVqKs8qX6,0,123,1,123,0,1,17,3,3,0,0,0,1,76,0,0,0,0
1538478979,COwiM3YmNPKeBNRmk,0,50394,0,53,0,0,20,4,4,1,0,1,1,73,1,73,0,0
1538478969,CMHjSm13hCZF4xCwxd,0,35075,0,53,0,0,25,0,0,0,0,0,2,134,0,0,0,0
1538478979,Cr40Gl4eXXdH7ghK34,0,43659,0,53,0,0,26,4,4,1,0,1,1,73,1,73,0,0
1538478989,CV2vtZ23AEMp82P0F1,0,50035,0,53,0,0,27,4,4,1,0,1,1,73,1,73,0,0
1538478979,CRd6uC46vSLT5BFk95,0,37268,0,53,0,0,12,0,0,0,0,0,2,134,0,0,0,0
1538478989,C7iWKQ18Ivc5fbbIf3,0,33353,0,53,0,0,28,4,4,1,0,1,1,73,1,73,0,0
1538478999,CV3EKnOgyG9JohuZb,0,57845,0,53,0,0,29,4,4,1,0,1,1,73,1,73,0,0
1538478989,CBEPca2slPkZEp9qGg,0,44091,0,53,0,0,30,0,0,0,0,0,2,134,0,0,0,0
1538478999,CtDfHNK3xKuF0SwFg,0,58473,0,53,0,0,31,4,4,1,0,1,1,73,1,73,0,0
1538478964,CbZ0N62KK0gHEDAfJb,0,123,2,123,0,1,17,3,3,0,0,0,1,76,0,0,0,0
1538479044,CaIH3S9raWH2Jm8o,0,42562,0,53,0,0,32,4,4,1,0,1,1,73,1,73,0,0
1538479034,CFK4Om4k0nebUscrL4,0,32911,0,53,0,0,33,0,0,0,0,0,2,134,0,0,0,0
1538479044,CBW72C3c9dPVNS56Yi,0,34889,0,53,0,0,34,4,4,1,0,1,1,73,1,73,0,0
1538479044,CcV7Jv20IQYofjlHJi,0,49435,0,53,0,0,35,2,2,1,0,1,1,67,1,131,0,0
1538479044,CZNIgD1sQeGGDZUfM9,0,55520,0,53,0,0,24,2,5,1,0,1,1,67,1,67,0,0
1538479054,CXulPr1Ra1OYQu0FBh,0,39218,0,53,0,0,36,4,4,1,0,1,1,73,1,73,0,0
1538479044,CKcVTj1n3d7ofvP0K,0,39516,0,53,0,0,14,0,0,0,0,0,2,134,0,0,0,0
1538479054,C6EZiN21AAI73TcNFe,0,50085,0,53,0,0,37,4,4,1,0,1,1,73,1,73,0,0
1538479032,CCt2lO3IcvSb4BP9N4,0,123,3,123,0,1,17,3,3,0,0,0,1,76,0,0,0,0
1538479082,C1xKGp3TILAxHDESS9,0,54362,4,53,0,0,17,3,3,0,0,0,1,67,0,0,0,0
1538479077,CZU4D92EixJK4DB0Hb,0,43898,0,53,0,0,38,0,0,0,0,0,2,134,0,0,0,0
1538479087,CWpUz31z3k3v6Ol41e,0,41181,4,53,0,0,17,3,3,0,0,0,1,67,0,0,0,0
1538479092,CepQfF4VfMoCROcCl8,0,38363,4,53,0,0,17,3,3,0,0,0,1,67,0,0,0,0
1538479097,CErMUc3o77vqJGUyk4,0,53228,4,53,0,0,17,3,3,0,0,0,1,67,0,0,0,0
